날짜,자치구,동,업종,업종코드,평균매출액,평균배달건수
2022년 04월,강서구,방화1동,중식>중국집,I20201,"7,519,038원",398건
2022년 04월,강서구,가양1동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,공항동,중식>중국집,I20201,"7,519,038원",398건
2022년 04월,강서구,가양2동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,가양3동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,염창동,중식>중국집,I20201,"8,624,460원",354건
2022년 04월,강서구,발산1동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,우장산동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 03월,강서구,방화2동,중식>중국집,I20201,0원,0건
